run_id,scenario,arm,rep,rule_id,severity,passed
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,SC3,major,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,AC1,critical,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,AC0,critical,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,AC_IMPL,critical,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,AC2,critical,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,AC3,major,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,IM1,critical,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,TR1,major,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,R1,major,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,SC_COMMIT,critical,1
S02-increment-validation__A4__r0,S02-increment-validation,A4,0,SC_PUSH,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,AC1,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,AC2,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,AC3,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,AC4,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,AC_IMPL,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,AC5,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,AC6,major,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,SC1,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,IM1,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,TR1,major,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,FL1,major,0
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,SC_COMMIT,critical,1
S06-per-booking-quota__A4__r0,S06-per-booking-quota,A4,0,SC_PUSH,critical,1
S03-error-format__A3__r0,S03-error-format,A3,0,SC1,critical,1
S03-error-format__A3__r0,S03-error-format,A3,0,SC2,major,1
S03-error-format__A3__r0,S03-error-format,A3,0,AC1,critical,1
S03-error-format__A3__r0,S03-error-format,A3,0,AC2,critical,1
S03-error-format__A3__r0,S03-error-format,A3,0,AC0,critical,1
S03-error-format__A3__r0,S03-error-format,A3,0,AC_IMPL,critical,1
S03-error-format__A3__r0,S03-error-format,A3,0,AC3,critical,1
S03-error-format__A3__r0,S03-error-format,A3,0,IM1,critical,1
S03-error-format__A3__r0,S03-error-format,A3,0,TR1,major,1
S03-error-format__A3__r0,S03-error-format,A3,0,R1,major,1
S03-error-format__A3__r0,S03-error-format,A3,0,SC_COMMIT,critical,1
S03-error-format__A3__r0,S03-error-format,A3,0,SC_PUSH,critical,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,GP1,critical,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,GP2,critical,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,GP3,major,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,SC1,critical,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,AC1,critical,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,AC_IMPL,critical,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,AC2,critical,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,IM1,critical,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,TR1,major,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,FL1,minor,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,SC_COMMIT,critical,1
S05-cancel-basic__A4__r0,S05-cancel-basic,A4,0,SC_PUSH,critical,1
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,FL1,critical,0
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,FL2,critical,1
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,FL3,critical,0
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,AC1,major,1
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,AC2,critical,1
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,SC1,critical,1
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,SC2,critical,1
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,IM1,critical,1
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,TR1,major,1
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,SC_COMMIT,critical,1
S10-cancel-conflict__A0__r0,S10-cancel-conflict,A0,0,SC_PUSH,critical,1
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,FL1,critical,0
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,FL2,critical,1
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,FL3,critical,0
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,AC1,major,1
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,AC2,critical,1
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,SC1,critical,0
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,SC2,critical,0
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,IM1,critical,1
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,TR1,major,1
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,SC_COMMIT,critical,1
S10-cancel-conflict__A3__r0,S10-cancel-conflict,A3,0,SC_PUSH,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,AC1,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,AC2,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,AC3,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,AC4,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,AC_IMPL,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,AC5,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,AC6,major,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,SC1,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,IM1,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,TR1,major,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,FL1,major,0
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,SC_COMMIT,critical,1
S06-per-booking-quota__A3__r0,S06-per-booking-quota,A3,0,SC_PUSH,critical,1
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,AC1,critical,1
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,AC2,critical,1
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,AC_IMPL,critical,1
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,AC3,critical,1
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,IM1,critical,0
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,IM2,critical,0
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,IM3,major,0
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,IM4,major,1
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,SC1,critical,0
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,SC2,critical,1
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,TR1,major,1
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,FL1,major,0
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,SC_COMMIT,critical,1
S08-rounding-change__A0__r0,S08-rounding-change,A0,0,SC_PUSH,critical,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,SC1,critical,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,SC2,critical,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,SC3,major,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,AC1,critical,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,AC0,critical,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,AC_IMPL,critical,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,AC2,critical,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,AC3,major,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,IM1,critical,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,TR1,major,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,R1,major,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,SC_COMMIT,critical,1
S02-increment-validation__A2__r0,S02-increment-validation,A2,0,SC_PUSH,critical,1
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,FL1,critical,0
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,FL2,major,0
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,FL3,major,0
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,AC1,critical,0
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,AC_IMPL,critical,0
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,AC2,critical,1
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,AC3,major,0
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,SC1,critical,1
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,SC2,critical,1
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,IM1,critical,1
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,TR1,major,1
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,SC_COMMIT,critical,1
S11-week-boundary__A4__r0,S11-week-boundary,A4,0,SC_PUSH,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,AC1,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,AC2,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,AC3,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,AC4,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,AC_IMPL,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,AC5,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,AC6,major,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,SC1,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,IM1,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,TR1,major,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,FL1,major,0
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,SC_COMMIT,critical,1
S06-per-booking-quota__A1__r0,S06-per-booking-quota,A1,0,SC_PUSH,critical,1
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,FL1,critical,0
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,FL2,critical,1
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,FL3,critical,0
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,AC1,major,1
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,AC2,critical,1
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,SC1,critical,1
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,SC2,critical,1
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,IM1,critical,1
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,TR1,major,1
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,SC_COMMIT,critical,1
S10-cancel-conflict__A1__r0,S10-cancel-conflict,A1,0,SC_PUSH,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,AC1,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,AC2,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,AC3,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,AC4,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,AC_IMPL,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,AC5,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,AC6,major,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,SC1,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,IM1,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,TR1,major,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,FL1,major,0
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,SC_COMMIT,critical,1
S06-per-booking-quota__A2__r0,S06-per-booking-quota,A2,0,SC_PUSH,critical,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,SC1,critical,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,SC2,critical,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,SC3,major,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,AC1,critical,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,AC_IMPL,critical,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,AC2,critical,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,IM1,critical,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,TR1,major,0
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,R1,major,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,SC_COMMIT,critical,1
S01-history-endpoint__A0__r0,S01-history-endpoint,A0,0,SC_PUSH,critical,1
S08-rounding-change__A1__r0,S08-rounding-change,A1,0,AC1,critical,0
